nez_x,nez_y,nez_z,nez_vis,oeil_gauche_x,oeil_gauche_y,oeil_gauche_z,oeil_droit_x,oeil_droit_y,oeil_droit_z,oeil_droit_vis,oreille_gauche_y,oreille_gauche_vis,oreille_droite_y,oreille_droite_z,oreille_droite_vis,epaule_gauche_x,epaule_gauche_y,epaule_gauche_z,epaule_gauche_vis,epaule_droite_y,epaule_droite_z,epaule_droite_vis,coude_gauche_x,coude_gauche_y,coude_gauche_z,coude_gauche_vis,coude_droit_y,coude_droit_z,coude_droit_vis,poignet_gauche_x,poignet_gauche_y,poignet_gauche_z,poignet_gauche_vis,poignet_droit_x,poignet_droit_y,poignet_droit_z,poignet_droit_vis,hanche_gauche_x,hanche_gauche_y,hanche_gauche_z,hanche_gauche_vis,hanche_droite_x,hanche_droite_y,hanche_droite_z,hanche_droite_vis,genou_gauche_x,genou_gauche_z,genou_gauche_vis,genou_droit_x,genou_droit_y,genou_droit_z,genou_droit_vis,cheville_gauche_x,cheville_gauche_y,cheville_gauche_z,cheville_gauche_vis,cheville_droite_x,cheville_droite_y,cheville_droite_z,talon_gauche_z,talon_gauche_vis,talon_droit_y,talon_droit_z,talon_droit_vis,pied_gauche_x,pied_gauche_z,pied_gauche_vis,pied_droit_y,pied_droit_z,pied_droit_vis,label
0.6376206278800964,0.1386099755764007,0.2335824370384216,0.9998961687088012,0.6442668437957764,0.1190313100814819,0.1796389520168304,0.6511836647987366,0.1179681420326232,0.2212529331445694,0.9999045133590698,0.1218253374099731,0.9999326467514038,0.1201156675815582,0.1787712126970291,0.999929428100586,0.6308112740516663,0.2160032540559768,-0.113658919930458,0.9999244213104248,0.2264375984668731,0.2507469952106476,0.999974012374878,0.5796948075294495,0.3234990239143371,-0.0469283275306224,0.2307695001363754,0.3226275444030761,0.4572684466838836,0.0472808592021465,0.5795347690582275,0.3364151120185852,0.2228869050741195,0.0924106165766716,0.6706430315971375,0.2973963618278503,0.6221065521240234,0.0378009006381034,0.5679051280021667,0.4403217434883117,-0.13242107629776,0.9997746348381042,0.6209477186203003,0.485306978225708,0.1320921033620834,0.9999475479125975,0.4211885929107666,-0.0076877758838236,0.9666244983673096,0.6072129011154175,0.683586835861206,0.2108721733093261,0.9820589423179626,0.2524992823600769,0.2922472953796386,0.0791385173797607,0.9741563200950624,0.6166363954544067,0.8849791884422302,0.2598425447940826,0.0891540721058845,0.9695658087730408,0.9144807457923888,0.2684253752231598,0.9917235970497132,0.201479971408844,0.0670860186219215,0.9147582054138184,0.9097204208374025,0.2224523723125457,0.9713876843452454,ap_tchagui
0.2697299122810364,0.2573789060115814,-0.114015132188797,0.9992813467979432,0.2610245048999786,0.242841899394989,-0.0741192549467086,0.2431492209434509,0.2486955821514129,-0.1170468777418136,0.9990981817245485,0.2560666501522064,0.9968258142471312,0.2692848145961761,-0.0599286369979381,0.99936705827713,0.3436016142368316,0.3258347511291504,0.3048607409000397,0.9998655319213868,0.3786944150924682,-0.1375374943017959,0.9999444484710692,0.4812043309211731,0.357233464717865,0.2490111142396927,0.4068554043769836,0.4346654415130615,-0.2797774970531463,0.9553388953208924,0.4850471615791321,0.2834338545799255,-0.0190821215510368,0.5494117736816406,0.4188372790813446,0.3332180380821228,-0.3085269033908844,0.9121151566505432,0.4850304126739502,0.4962230324745178,0.1116196438670158,0.9998732805252076,0.4216463565826416,0.5498705506324768,-0.1121067702770233,0.999918818473816,0.5564975738525391,0.0351926907896995,0.884316086769104,0.531498908996582,0.7112038135528564,0.0022409898228943,0.9054601788520812,0.6514279246330261,0.4087563753128052,-0.0270153526216745,0.971182346343994,0.5761813521385193,0.8487299680709839,0.1516459584236145,-0.04319504275918,0.9593536257743835,0.8713158369064331,0.1627032458782196,0.7525843381881714,0.6449275612831116,-0.2124761193990707,0.969099760055542,0.8707766532897949,0.0085652228444814,0.8590829372406006,ap_tchagui
0.5614282488822937,0.1650529205799102,0.2141938805580139,0.9999613761901855,0.5727962851524353,0.1454096734523773,0.1666209101676941,0.5771618485450745,0.1463037133216858,0.2061162143945694,0.9999456405639648,0.149343192577362,0.999952793121338,0.149610161781311,0.1689132153987884,0.9999477863311768,0.5687776207923889,0.2488545477390289,-0.1203434243798255,0.9999767541885376,0.2581662535667419,0.2196823358535766,0.999992609024048,0.5263723731040955,0.3667926788330078,-0.2130298316478729,0.8458777070045471,0.3821402788162231,0.2580693662166595,0.2019239962100982,0.5240785479545593,0.4719818830490112,-0.1705320030450821,0.6625367403030396,0.5532559752464294,0.4531231522560119,0.2145479768514633,0.279888778924942,0.4976808428764343,0.4618923664093017,-0.1094319298863411,0.9999537467956544,0.5426195859909058,0.5045655369758606,0.10978764295578,0.9999898672103882,0.3582205176353454,-0.0013403157936409,0.99012553691864,0.5345093607902527,0.7053409814834595,0.1655220240354538,0.9962032437324524,0.2115724384784698,0.2834604382514953,0.0817987099289894,0.994176983833313,0.5411831736564636,0.9122031331062316,0.2429019510746002,0.0859256833791732,0.9896185994148254,0.9375768899917604,0.2493496984243393,0.9944608211517334,0.1767383813858032,0.0118069052696228,0.9893472194671632,0.9468369483947754,0.1782409846782684,0.9910112619400024,ap_tchagui
0.4485001564025879,0.2424304485321045,0.0757359787821769,0.9999231100082396,0.435312271118164,0.229038655757904,0.1226937398314476,0.4252004027366638,0.230837196111679,0.0508620627224445,0.999940037727356,0.243525743484497,0.9997490048408508,0.2447134256362915,-0.016469681635499,0.9998449087142944,0.4211890697479248,0.3510853052139282,0.5083205699920654,0.9999551773071288,0.348050594329834,-0.1842903196811676,0.9999889135360718,0.5227429270744324,0.4912890195846557,0.5321431756019592,0.170001596212387,0.4797623455524444,-0.3392840623855591,0.8960814476013184,0.6346592903137207,0.5152831673622131,0.3196655809879303,0.4037376344203949,0.4388374984264374,0.5061469078063965,-0.3353886604309082,0.8829084634780884,0.4780012965202331,0.6087208390235901,0.2230138927698135,0.9999179840087892,0.4399336874485016,0.5796104073524475,-0.2228537201881408,0.999870777130127,0.5117296576499939,0.0894076228141784,0.9948429465293884,0.5503804087638855,0.3923532366752624,-0.1558353751897812,0.9703509211540222,0.503875732421875,0.9949378967285156,0.0763577595353126,0.9889737367630004,0.8015645742416382,0.2576667666435241,-0.1709414720535278,0.0732365697622299,0.9924350380897522,0.2612170577049255,-0.1826113909482956,0.9838146567344666,0.514319896697998,-0.0578558221459388,0.9925651550292968,0.1399341225624084,-0.340778648853302,0.9902411699295044,ap_tchagui
0.4682276546955108,0.3330090045928955,-0.0668884962797164,0.9999896287918092,0.4750987291336059,0.3218221962451935,-0.0819848179817199,0.4759469032287597,0.3206216394901275,-0.0648810416460037,0.9999884366989136,0.3281530141830444,0.9999911785125732,0.3250501155853271,-0.0448239706456661,0.9999784231185912,0.4809908866882324,0.3923112750053406,-0.1570179313421249,0.9999953508377076,0.3859696984291076,0.0161057170480489,0.9999626874923706,0.4822114109992981,0.4703475534915924,-0.1754027754068374,0.9884803295135498,0.4735496640205383,0.0601825304329395,0.322202056646347,0.4596905708312988,0.4972992837429046,-0.1487771272659301,0.9159765243530272,0.5150051116943359,0.5010950565338135,0.0533890314400196,0.3046390116214752,0.482844591140747,0.5500808954238892,-0.0575966946780681,0.9999881982803344,0.484000414609909,0.5295435786247253,0.0578964091837406,0.999970555305481,0.4759541749954223,-0.0655456334352493,0.9994364380836488,0.4410333037376404,0.5218916535377502,0.1077959761023521,0.8899027705192566,0.4808747470378876,0.7558915019035339,-0.0027774630580097,0.996777355670929,0.4086442291736603,0.4722761809825897,0.1433936804533004,0.0029069078154861,0.9906103014945984,0.4790471494197845,0.1435025036334991,0.9718850255012512,0.478222131729126,-0.0190353747457265,0.9950608611106871,0.4196008443832397,0.124215267598629,0.977636694908142,ap_tchagui
0.6039798259735107,0.3335005044937134,0.4341198801994324,0.9976096153259276,0.5827524662017822,0.3131355941295624,0.4282878637313843,0.6015143990516663,0.3166742324829101,0.3760351538658142,0.9992021918296814,0.3029303848743438,0.999291181564331,0.3094173669815063,0.1289723962545395,0.99885094165802,0.4082555472850799,0.3373212218284607,0.4361020028591156,0.9995970129966736,0.3398377895355224,-0.0845588222146034,0.999934196472168,0.4635383188724518,0.4312609434127807,0.6298031806945801,0.0239399541169405,0.4042440056800842,0.0685522332787513,0.5871764421463013,0.5622917413711548,0.4376676678657532,0.7533418536186218,0.0197364967316389,0.7487319707870483,0.3971939086914062,0.433130532503128,0.2645436227321625,0.3948155045509338,0.5455717444419861,0.1603938490152359,0.9981657862663268,0.5045957565307617,0.5121642351150513,-0.1605453938245773,0.9972869157791138,0.3846088945865631,0.1847288459539413,0.9585230946540833,0.7030186653137207,0.3885105848312378,0.0852148458361625,0.8204847574234009,0.336258590221405,0.8522158861160278,0.0243916064500808,0.9445907473564148,0.827897310256958,0.3805321753025055,0.0988300368189811,0.0130282901227474,0.9422377347946168,0.3889884948730469,0.104702703654766,0.6651118993759155,0.3978606760501861,0.0005301802884787,0.9422244429588318,0.3544638156890869,0.194513589143753,0.7012110948562622,ap_tchagui
0.2178033739328384,0.1770110130310058,-0.1929894387722015,0.9999291896820068,0.2113611549139022,0.1600538492202758,-0.1657321751117706,0.2042044401168823,0.1632497906684875,-0.2041783630847931,0.9999167919158936,0.1709093749523162,0.999840259552002,0.1764757931232452,-0.1950409412384033,0.9999597072601318,0.2028841823339462,0.2632690370082855,0.1028508841991424,0.999982476234436,0.3064709901809692,-0.2438622862100601,0.9999943971633912,0.2511963248252868,0.3777153193950653,0.0296275839209556,0.2423429489135742,0.4268178939819336,-0.2808288633823395,0.9454018473625184,0.2493435591459274,0.3789311051368713,-0.1853431463241577,0.2037931680679321,0.2437271475791931,0.3740588724613189,-0.1639599353075027,0.8172895312309265,0.2728392779827118,0.493836373090744,0.0941289961338043,0.9999891519546508,0.2303337454795837,0.5559526681900024,-0.0941254943609237,0.9999969005584716,0.3651386797428131,-0.0698225423693656,0.960372507572174,0.2514256834983825,0.7540004253387451,-0.068892627954483,0.9948505759239196,0.4750702977180481,0.2488828003406524,-0.0113001549616456,0.9793484210968018,0.2559870183467865,0.9616878032684326,0.0798695087432861,-0.009346580132842,0.969283938407898,0.9873968958854676,0.0914155468344688,0.9479292631149292,0.5043041110038757,-0.1076483353972435,0.9805344939231871,1.027606964111328,-0.0383219011127948,0.9805912375450134,ap_tchagui
0.1758459359407425,0.2576603889465332,-0.1758777499198913,0.9955525994300842,0.1622194349765777,0.2453795969486236,-0.1593239307403564,0.1572154611349105,0.247121661901474,-0.2175559401512146,0.9966953992843628,0.2554822564125061,0.997012495994568,0.2583109140396118,-0.3191735446453094,0.9960818886756896,0.0866878479719162,0.3281854391098022,0.116472989320755,0.9976372718811036,0.3385209143161773,-0.4218671321868896,0.997983694076538,0.1992957890033722,0.4110629856586456,0.2598510980606079,0.0158587582409381,0.4081196784973144,-0.3281175494194031,0.6478235125541687,0.2733109593391418,0.3864093422889709,0.2632719874382019,0.0157919842749834,0.3436961770057678,0.3459841609001159,0.0190807543694973,0.3374428451061249,0.2388779371976852,0.4924600124359131,0.1669852584600448,0.9696782231330872,0.2736093997955322,0.5123488306999207,-0.1665610522031784,0.9783936142921448,0.3190310001373291,0.2941140830516815,0.1856392323970794,0.3828684985637665,0.402677059173584,-0.1677896380424499,0.7796849012374878,0.3958569467067718,0.4320205152034759,0.3978795111179352,0.1641032397747039,0.4152281582355499,0.4405058324337005,0.1066131144762039,0.4108967781066894,0.1849436610937118,0.4544887840747833,0.1447394341230392,0.4634019136428833,0.4313200116157532,0.4316217303276062,0.2030215263366699,0.4245470762252807,0.2100415378808975,0.4343263208866119,ap_tchagui
0.7424941658973694,0.190325379371643,-0.436232328414917,0.9998315572738647,0.7715904116630554,0.180455595254898,-0.4885966181755066,0.7770839929580688,0.1761211454868316,-0.4317901730537414,0.9998206496238708,0.1863408684730529,0.9998677968978882,0.1839933097362518,-0.3279407918453216,0.9997314810752868,0.7840079665184021,0.2791338860988617,-0.6529279351234436,0.9999668598175048,0.2610552608966827,-0.0929876491427421,0.9998984336853028,0.7012056112289429,0.4053204655647278,-0.7538521885871887,0.9019771218299866,0.3538166284561157,0.069992147386074,0.2559069991111755,0.5778573155403137,0.4878962934017181,-0.7120777368545532,0.7435887455940247,0.5803825259208679,0.428102046251297,0.0351672731339931,0.2292132228612899,0.7132074236869812,0.5147790908813477,-0.15987628698349,0.9997946619987488,0.6810179352760315,0.4757367670536041,0.1608669906854629,0.9994864463806152,0.6984844207763672,-0.2508083283901214,0.989929497241974,0.437103122472763,0.3581263422966003,0.1574630439281463,0.7937419414520264,0.6062019467353821,0.6858247518539429,0.1764473021030426,0.9439745545387268,0.2664574086666107,0.2404593527317047,0.3075785338878631,0.2248840481042862,0.9094396829605104,0.2515949308872223,0.313616544008255,0.8283796310424805,0.6054625511169434,0.1816573739051818,0.9169933795928956,0.0978139340877533,0.1980862021446228,0.8446057438850403,ap_tchagui
0.0817710310220718,0.0839233696460723,-0.4725019335746765,0.9999864101409912,0.108144462108612,0.0730450749397277,-0.4619274437427521,0.0779613405466079,0.052087664604187,-0.448478102684021,0.9999771118164062,0.0924606323242187,0.999970316886902,0.063170850276947,-0.2985721230506897,0.999975323677063,0.1327096372842788,0.2408999055624008,-0.335290253162384,0.9994275569915771,0.2061666548252105,-0.1236016228795051,0.9995638728141784,0.1592986434698104,0.4128760099411011,-0.3741492629051208,0.9766258001327516,0.3910589814186096,-0.1640939116477966,0.6754682064056396,0.1122838854789733,0.4739365875720978,-0.412412166595459,0.9356568455696106,0.0817785337567329,0.4293996095657348,-0.3401563763618469,0.6042844653129578,0.1588655114173889,0.4875089228153229,-0.0769500508904457,0.9997498393058776,0.1113093122839927,0.4860180914402008,0.0770411193370819,0.9997308850288392,0.0762272626161575,-0.2111808210611343,0.9213722944259644,0.0389360040426254,0.6507971882820129,-0.0112487878650426,0.481014609336853,0.1062674969434738,0.8319559097290039,0.0322651080787181,0.6950726509094238,0.0813312977552414,0.8183917999267578,0.1951582729816436,0.0558348037302494,0.6054935455322266,0.836540937423706,0.2101693302392959,0.5604814887046814,0.0868298113346099,0.0060181533917784,0.7049158811569214,0.9075862169265748,0.1463112086057663,0.6333404183387756,ap_tchagui
