nez_x,nez_y,nez_z,nez_vis,oeil_gauche_x,oeil_gauche_y,oeil_gauche_z,oeil_gauche_vis,oeil_droit_x,oeil_droit_y,oeil_droit_z,oeil_droit_vis,oreille_gauche_x,oreille_gauche_y,oreille_gauche_z,oreille_gauche_vis,oreille_droite_x,oreille_droite_y,oreille_droite_z,oreille_droite_vis,epaule_gauche_x,epaule_gauche_y,epaule_gauche_z,epaule_gauche_vis,epaule_droite_x,epaule_droite_y,epaule_droite_z,epaule_droite_vis,coude_gauche_x,coude_gauche_y,coude_gauche_z,coude_gauche_vis,coude_droit_x,coude_droit_y,coude_droit_z,coude_droit_vis,poignet_gauche_x,poignet_gauche_y,poignet_gauche_z,poignet_gauche_vis,poignet_droit_x,poignet_droit_y,poignet_droit_z,poignet_droit_vis,hanche_gauche_x,hanche_gauche_y,hanche_gauche_z,hanche_gauche_vis,hanche_droite_x,hanche_droite_y,hanche_droite_z,hanche_droite_vis,genou_gauche_x,genou_gauche_y,genou_gauche_z,genou_gauche_vis,genou_droit_x,genou_droit_y,genou_droit_z,genou_droit_vis,cheville_gauche_x,cheville_gauche_y,cheville_gauche_z,cheville_gauche_vis,cheville_droite_x,cheville_droite_y,cheville_droite_z,cheville_droite_vis,talon_gauche_x,talon_gauche_y,talon_gauche_z,talon_gauche_vis,talon_droit_x,talon_droit_y,talon_droit_z,talon_droit_vis,pied_gauche_x,pied_gauche_y,pied_gauche_z,pied_gauche_vis,pied_droit_x,pied_droit_y,pied_droit_z,pied_droit_vis,detection_ok,label,fichier
0.6376206278800964,0.13860997557640076,0.23358243703842163,0.9998961687088013,0.6442668437957764,0.11903131008148193,0.17963895201683044,0.9999582767486572,0.6511836647987366,0.11796814203262329,0.2212529331445694,0.9999045133590698,0.6588608026504517,0.12182533740997314,-0.008662976324558258,0.9999326467514038,0.6766352653503418,0.12011566758155823,0.1787712126970291,0.9999294281005859,0.6308112740516663,0.21600325405597687,-0.11365891993045807,0.9999244213104248,0.7421252727508545,0.22643759846687317,0.2507469952106476,0.9999740123748779,0.5796948075294495,0.32349902391433716,-0.04692832753062248,0.23076950013637543,0.7295438051223755,0.32262754440307617,0.45726844668388367,0.04728085920214653,0.5795347690582275,0.3364151120185852,0.22288690507411957,0.0924106165766716,0.6706430315971375,0.29739636182785034,0.6221065521240234,0.037800900638103485,0.5679051280021667,0.44032174348831177,-0.13242107629776,0.9997746348381042,0.6209477186203003,0.485306978225708,0.13209210336208344,0.9999475479125977,0.4211885929107666,0.3427864611148834,-0.007687775883823633,0.9666244983673096,0.6072129011154175,0.683586835861206,0.21087217330932617,0.9820589423179626,0.2524992823600769,0.29224729537963867,0.07913851737976074,0.9741563200950623,0.6166363954544067,0.8849791884422302,0.25984254479408264,0.9950390458106995,0.2295205295085907,0.31757068634033203,0.08915407210588455,0.9695658087730408,0.6185421943664551,0.9144807457923889,0.2684253752231598,0.9917235970497131,0.201479971408844,0.24366068840026855,0.06708601862192154,0.9147582054138184,0.615645170211792,0.9097204208374023,0.22245237231254578,0.9713876843452454,True,ap_tchagui,aug_0000.jpg
0.2697299122810364,0.2573789060115814,-0.114015132188797,0.9992813467979431,0.26102450489997864,0.242841899394989,-0.07411925494670868,0.9992198944091797,0.24314922094345093,0.24869558215141296,-0.11704687774181366,0.9990981817245483,0.24986329674720764,0.2560666501522064,0.13312050700187683,0.9968258142471313,0.20893914997577667,0.26928481459617615,-0.059928636997938156,0.9993670582771301,0.34360161423683167,0.3258347511291504,0.3048607409000397,0.9998655319213867,0.19846989214420319,0.37869441509246826,-0.13753749430179596,0.9999444484710693,0.4812043309211731,0.357233464717865,0.2490111142396927,0.40685540437698364,0.33602800965309143,0.4346654415130615,-0.27977749705314636,0.9553388953208923,0.4850471615791321,0.28343385457992554,-0.019082121551036835,0.5494117736816406,0.4188372790813446,0.3332180380821228,-0.3085269033908844,0.9121151566505432,0.4850304126739502,0.4962230324745178,0.11161964386701584,0.9998732805252075,0.4216463565826416,0.5498705506324768,-0.11210677027702332,0.9999188184738159,0.5564975738525391,0.46557337045669556,0.035192690789699554,0.884316086769104,0.531498908996582,0.7112038135528564,0.002240989822894335,0.9054601788520813,0.6514279246330261,0.4087563753128052,-0.027015352621674538,0.9711823463439941,0.5761813521385193,0.8487299680709839,0.1516459584236145,0.7954500913619995,0.6811215281486511,0.4058852791786194,-0.04319504275918007,0.9593536257743835,0.5620402693748474,0.8713158369064331,0.1627032458782196,0.7525843381881714,0.6449275612831116,0.37726128101348877,-0.21247611939907074,0.969099760055542,0.6174069046974182,0.8707766532897949,0.008565222844481468,0.8590829372406006,True,ap_tchagui,aug_0001.jpg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ap_tchagui,aug_0002.jpg
0.5614282488822937,0.16505292057991028,0.21419388055801392,0.9999613761901855,0.5727962851524353,0.14540967345237732,0.1666209101676941,0.9999779462814331,0.5771618485450745,0.1463037133216858,0.2061162143945694,0.9999456405639648,0.5891250371932983,0.14934319257736206,-0.008460558950901031,0.9999527931213379,0.6002017259597778,0.14961016178131104,0.16891321539878845,0.9999477863311768,0.5687776207923889,0.24885454773902893,-0.12034342437982559,0.9999767541885376,0.6684030294418335,0.25816625356674194,0.21968233585357666,0.9999926090240479,0.5263723731040955,0.3667926788330078,-0.21302983164787292,0.8458777070045471,0.6079047322273254,0.38214027881622314,0.25806936621665955,0.20192399621009827,0.5240785479545593,0.47198188304901123,-0.1705320030450821,0.6625367403030396,0.5532559752464294,0.45312315225601196,0.21454797685146332,0.279888778924942,0.4976808428764343,0.46189236640930176,-0.1094319298863411,0.9999537467956543,0.5426195859909058,0.5045655369758606,0.10978764295578003,0.9999898672103882,0.35822051763534546,0.36201927065849304,-0.0013403157936409116,0.9901255369186401,0.5345093607902527,0.7053409814834595,0.1655220240354538,0.9962032437324524,0.21157243847846985,0.28346043825149536,0.08179870992898941,0.994176983833313,0.5411831736564636,0.9122031331062317,0.24290195107460022,0.9968652129173279,0.19300532341003418,0.28252097964286804,0.08592568337917328,0.9896185994148254,0.5377594828605652,0.9375768899917603,0.2493496984243393,0.9944608211517334,0.17673838138580322,0.21349674463272095,0.011806905269622803,0.9893472194671631,0.5470439195632935,0.9468369483947754,0.17824098467826843,0.9910112619400024,True,ap_tchagui,aug_0003.jpg
0.4485001564025879,0.2424304485321045,0.07573597878217697,0.9999231100082397,0.43531227111816406,0.22903865575790405,0.1226937398314476,0.9998537302017212,0.4252004027366638,0.23083719611167908,0.050862062722444534,0.999940037727356,0.39992833137512207,0.24352574348449707,0.305615097284317,0.9997490048408508,0.37927985191345215,0.2447134256362915,-0.016469681635499,0.9998449087142944,0.4211890697479248,0.3510853052139282,0.5083205699920654,0.9999551773071289,0.34221240878105164,0.348050594329834,-0.1842903196811676,0.9999889135360718,0.5227429270744324,0.49128901958465576,0.5321431756019592,0.17000159621238708,0.35452231764793396,0.47976234555244446,-0.3392840623855591,0.8960814476013184,0.6346592903137207,0.5152831673622131,0.3196655809879303,0.4037376344203949,0.4388374984264374,0.5061469078063965,-0.3353886604309082,0.8829084634780884,0.47800129652023315,0.6087208390235901,0.22301389276981354,0.9999179840087891,0.4399336874485016,0.5796104073524475,-0.22285372018814087,0.999870777130127,0.5117296576499939,0.8137142062187195,0.08940762281417847,0.9948429465293884,0.5503804087638855,0.39235323667526245,-0.1558353751897812,0.9703509211540222,0.503875732421875,0.9949378967285156,0.07635775953531265,0.9889737367630005,0.8015645742416382,0.25766676664352417,-0.17094147205352783,0.9773833751678467,0.4969949424266815,1.0180816650390625,0.07323656976222992,0.9924350380897522,0.8302754163742065,0.26121705770492554,-0.1826113909482956,0.9838146567344666,0.514319896697998,1.0318882465362549,-0.05785582214593887,0.9925651550292969,0.8937435150146484,0.13993412256240845,-0.340778648853302,0.9902411699295044,True,ap_tchagui,aug_0004.jpg
0.46822765469551086,0.3330090045928955,-0.06688849627971649,0.9999896287918091,0.47509872913360596,0.3218221962451935,-0.08198481798171997,0.9999798536300659,0.47594690322875977,0.32062163949012756,-0.06488104164600372,0.9999884366989136,0.4816964864730835,0.32815301418304443,-0.1213562861084938,0.9999911785125732,0.4833976626396179,0.32505011558532715,-0.04482397064566612,0.9999784231185913,0.4809908866882324,0.3923112750053406,-0.15701793134212494,0.9999953508377075,0.4983281195163727,0.38596969842910767,0.016105717048048973,0.9999626874923706,0.4822114109992981,0.4703475534915924,-0.17540277540683746,0.9884803295135498,0.5170338153839111,0.47354966402053833,0.06018253043293953,0.32220205664634705,0.45969057083129883,0.49729928374290466,-0.14877712726593018,0.9159765243530273,0.5150051116943359,0.5010950565338135,0.05338903144001961,0.3046390116214752,0.48284459114074707,0.5500808954238892,-0.05759669467806816,0.9999881982803345,0.48400041460990906,0.5295435786247253,0.057896409183740616,0.999970555305481,0.47595417499542236,0.6565511226654053,-0.06554563343524933,0.9994364380836487,0.4410333037376404,0.5218916535377502,0.10779597610235214,0.8899027705192566,0.4808747470378876,0.7558915019035339,-0.0027774630580097437,0.996777355670929,0.4086442291736603,0.4722761809825897,0.14339368045330048,0.9733326435089111,0.48108047246932983,0.768946647644043,0.0029069078154861927,0.9906103014945984,0.40648430585861206,0.47904714941978455,0.14350250363349915,0.9718850255012512,0.478222131729126,0.7846845388412476,-0.019035374745726585,0.9950608611106873,0.3895682692527771,0.41960084438323975,0.124215267598629,0.9776366949081421,True,ap_tchagui,aug_0005.jpg
0.6039798259735107,0.3335005044937134,0.4341198801994324,0.9976096153259277,0.5827524662017822,0.3131355941295624,0.4282878637313843,0.9985380172729492,0.6015143990516663,0.31667423248291016,0.3760351538658142,0.9992021918296814,0.5492133498191833,0.30293038487434387,0.36770933866500854,0.999291181564331,0.578774094581604,0.30941736698150635,0.1289723962545395,0.99885094165802,0.40825554728507996,0.3373212218284607,0.4361020028591156,0.9995970129966736,0.5938689708709717,0.33983778953552246,-0.08455882221460342,0.999934196472168,0.4635383188724518,0.43126094341278076,0.6298031806945801,0.0239399541169405,0.7178745269775391,0.40424400568008423,0.06855223327875137,0.5871764421463013,0.5622917413711548,0.4376676678657532,0.7533418536186218,0.01973649673163891,0.7487319707870483,0.39719390869140625,0.43313053250312805,0.2645436227321625,0.39481550455093384,0.5455717444419861,0.1603938490152359,0.9981657862663269,0.5045957565307617,0.5121642351150513,-0.16054539382457733,0.9972869157791138,0.3846088945865631,0.6847625374794006,0.18472884595394135,0.9585230946540833,0.7030186653137207,0.3885105848312378,0.08521484583616257,0.8204847574234009,0.33625859022140503,0.8522158861160278,0.02439160645008087,0.9445907473564148,0.827897310256958,0.3805321753025055,0.09883003681898117,0.6163115501403809,0.30327799916267395,0.8722135424613953,0.013028290122747421,0.9422377347946167,0.8184041976928711,0.3889884948730469,0.10470270365476608,0.6651118993759155,0.39786067605018616,0.8876814842224121,0.0005301802884787321,0.9422244429588318,0.9328874349594116,0.3544638156890869,0.19451358914375305,0.7012110948562622,True,ap_tchagui,aug_0006.jpg
0.21780337393283844,0.17701101303100586,-0.19298943877220154,0.9999291896820068,0.21136115491390228,0.16005384922027588,-0.16573217511177063,0.9999549388885498,0.20420444011688232,0.16324979066848755,-0.2041783630847931,0.9999167919158936,0.19384223222732544,0.17090937495231628,-0.019319845363497734,0.999840259552002,0.1785854995250702,0.17647579312324524,-0.19504094123840332,0.9999597072601318,0.20288418233394623,0.2632690370082855,0.10285088419914246,0.999982476234436,0.1266321837902069,0.30647099018096924,-0.24386228621006012,0.9999943971633911,0.25119632482528687,0.3777153193950653,0.029627583920955658,0.24234294891357422,0.15832675993442535,0.4268178939819336,-0.2808288633823395,0.9454018473625183,0.24934355914592743,0.37893110513687134,-0.18534314632415771,0.20379316806793213,0.24372714757919312,0.37405887246131897,-0.16395993530750275,0.8172895312309265,0.2728392779827118,0.493836373090744,0.09412899613380432,0.9999891519546509,0.23033374547958374,0.5559526681900024,-0.09412549436092377,0.9999969005584717,0.3651386797428131,0.35694772005081177,-0.06982254236936569,0.9603725075721741,0.25142568349838257,0.7540004253387451,-0.06889262795448303,0.9948505759239197,0.4750702977180481,0.24888280034065247,-0.011300154961645603,0.9793484210968018,0.2559870183467865,0.9616878032684326,0.07986950874328613,0.9835053086280823,0.4929974675178528,0.25410977005958557,-0.009346580132842064,0.969283938407898,0.2521654963493347,0.9873968958854675,0.09141554683446884,0.9479292631149292,0.5043041110038757,0.16671568155288696,-0.1076483353972435,0.9805344939231873,0.27222952246665955,1.0276069641113281,-0.038321901112794876,0.9805912375450134,True,ap_tchagui,aug_0007.jpg
0.1758459359407425,0.2576603889465332,-0.17587774991989136,0.9955525994300842,0.16221943497657776,0.24537959694862366,-0.15932393074035645,0.9973747730255127,0.15721546113491058,0.247121661901474,-0.2175559401512146,0.9966953992843628,0.12570835649967194,0.2554822564125061,-0.05396883934736252,0.9970124959945679,0.12964574992656708,0.2583109140396118,-0.31917354464530945,0.9960818886756897,0.0866878479719162,0.32818543910980225,0.116472989320755,0.9976372718811035,0.1749567687511444,0.33852091431617737,-0.42186713218688965,0.9979836940765381,0.1992957890033722,0.41106298565864563,0.2598510980606079,0.015858758240938187,0.30653223395347595,0.40811967849731445,-0.3281175494194031,0.6478235125541687,0.27331095933914185,0.38640934228897095,0.2632719874382019,0.015791984274983406,0.3436961770057678,0.34598416090011597,0.0190807543694973,0.3374428451061249,0.23887793719768524,0.4924600124359131,0.16698525846004486,0.9696782231330872,0.2736093997955322,0.5123488306999207,-0.1665610522031784,0.9783936142921448,0.3190310001373291,0.3870757818222046,0.2941140830516815,0.18563923239707947,0.3828684985637665,0.402677059173584,-0.16778963804244995,0.7796849012374878,0.39585694670677185,0.43202051520347595,0.3978795111179352,0.16410323977470398,0.4152281582355499,0.44050583243370056,0.10661311447620392,0.4409378468990326,0.4001293182373047,0.44934558868408203,0.41089677810668945,0.18494366109371185,0.40384674072265625,0.4544887840747833,0.14473943412303925,0.4634019136428833,0.4313200116157532,0.41853100061416626,0.4316217303276062,0.20302152633666992,0.46507495641708374,0.42454707622528076,0.21004153788089752,0.43432632088661194,True,ap_tchagui,aug_0008.jpg
0.7424941658973694,0.19032537937164307,-0.436232328414917,0.9998315572738647,0.7715904116630554,0.18045559525489807,-0.4885966181755066,0.9997252821922302,0.7770839929580688,0.17612114548683167,-0.43179017305374146,0.9998206496238708,0.7958291172981262,0.18634086847305298,-0.5738974213600159,0.9998677968978882,0.806402325630188,0.18399330973625183,-0.32794079184532166,0.9997314810752869,0.7840079665184021,0.2791338860988617,-0.6529279351234436,0.9999668598175049,0.7769835591316223,0.26105526089668274,-0.09298764914274216,0.9998984336853027,0.7012056112289429,0.4053204655647278,-0.7538521885871887,0.9019771218299866,0.6573370099067688,0.3538166284561157,0.06999214738607407,0.25590699911117554,0.5778573155403137,0.48789629340171814,-0.7120777368545532,0.7435887455940247,0.5803825259208679,0.428102046251297,0.03516727313399315,0.22921322286128998,0.7132074236869812,0.5147790908813477,-0.15987628698349,0.9997946619987488,0.6810179352760315,0.4757367670536041,0.16086699068546295,0.9994864463806152,0.6984844207763672,0.5650104284286499,-0.25080832839012146,0.9899294972419739,0.43710312247276306,0.35812634229660034,0.15746304392814636,0.7937419414520264,0.6062019467353821,0.6858247518539429,0.1764473021030426,0.9439745545387268,0.2664574086666107,0.2404593527317047,0.30757853388786316,0.8648014068603516,0.5785874724388123,0.7051980495452881,0.2248840481042862,0.9094396829605103,0.2506619393825531,0.2515949308872223,0.313616544008255,0.8283796310424805,0.6054625511169434,0.7199485301971436,0.18165737390518188,0.9169933795928955,0.15754717588424683,0.0978139340877533,0.1980862021446228,0.8446057438850403,True,ap_tchagui,aug_0009.jpg
